Library	Quality	Initial_reads_aligned	Postfiltering_reads_aligned	Duplication_rate	Naive_coverage	Background	Reads_per_Mb	Percent_WC	Mode_GC	Mode_insert_size	Sequencing_for_0.05x_cov	Mitochondria_coverage	rDNA_coverage_5s	Average_telomere_length_kB
blm-recq5-1-single-c11-w38-3d6_S432_	p	144653	129456	14.10%	0.30%	14.90%	16	12.50%	50.00%	152	>=2	0.00%	0.20%	0.510779
blm-recq5-1-single-c11-w44-3d6_S438_	d	81826	73580	11.70%	0.20%	1.90%	10	0.00%	49.00%	154	>=2	0.00%	0.20%	0
blm-recq5-1-single-c11-w8-3d6_S402_	p	161408	145156	13.10%	0.30%	31.60%	17	44.80%	51.00%	148	>=2	0.00%	0.50%	0
blm-recq5-1-single-c11-w9-3d6_S403_	p	190241	171928	14.50%	0.40%	3.60%	23	7.70%	48.00%	155	>=2	0.00%	0.40%	0
blm-recq5-1-single-c3-w11-3d6_S56_	g	69295	62616	3.70%	0.10%	3.40%	9	18.20%	48.00%	150	>=2	0.00%	0.10%	0
blm-recq5-1-single-c3-w13-3d6_S57_	p	56786	51596	3.60%	0.10%	10.70%	7	25.00%	44.00%	158	>=2	0.00%	0.20%	0
blm-recq5-1-single-c3-w1-3d6_S51_	d	43814	39700	3.40%	0.10%	1.40%	6	8.00%	47.00%	156	>=2	0.00%	0.30%	0
blm-recq5-1-single-c3-w15-3d6_S58_	d	33487	30790	3.30%	0.10%	2.40%	5	8.30%	42.00%	154	>=2	0.00%	0.20%	0
blm-recq5-1-single-c3-w17-3d6_S59_	d	12940	11854	2.90%	0.00%	2.10%	2	4.20%	46.00%	151	>=2	0.00%	0.00%	0
blm-recq5-1-single-c3-w19-3d6_S60_	g	185306	168384	4.20%	0.40%	1.90%	26	2.90%	48.00%	149	0.4	0.00%	0.50%	0
blm-recq5-1-single-c3-w21-3d6_S61_	p	28458	25658	3.80%	0.10%	16.40%	3	20.00%	49.00%	150	>=2	0.00%	0.10%	0
blm-recq5-1-single-c3-w23-3d6_S62_	d	12261	11054	3.50%	0.00%	2.80%	1	4.20%	49.00%	155	>=2	0.00%	0.00%	0
blm-recq5-1-single-c3-w27-3d6_S64_	d	16252	14658	4.10%	0.00%	3.30%	2	4.00%	47.00%	154	>=2	0.00%	0.10%	0
blm-recq5-1-single-c3-w33-3d6_S67_	p	77452	69704	3.10%	0.20%	1.80%	11	13.30%	48.00%	148	>=2	0.00%	0.10%	0
blm-recq5-1-single-c3-w3-3d6_S52_	p	30453	27556	3.50%	0.10%	10.00%	4	14.80%	48.00%	154	>=2	0.00%	0.00%	0
blm-recq5-1-single-c3-w35-3d6_S68_	d	24044	21372	3.70%	0.00%	4.00%	3	16.00%	50.00%	147	NA	0.00%	0.10%	0
blm-recq5-1-single-c3-w37-3d6_S69_	p	19396	17562	3.70%	0.00%	0.00%	2	12.50%	51.00%	152	>=2	0.00%	0.20%	0
blm-recq5-1-single-c3-w39-3d6_S70_	d	44153	39916	3.10%	0.10%	2.80%	6	11.10%	40.00%	152	>=2	0.00%	0.00%	0
blm-recq5-1-single-c3-w41-3d6_S71_	p	23571	21266	2.90%	0.10%	7.30%	3	8.30%	43.00%	155	>=2	0.00%	0.00%	0
blm-recq5-1-single-c3-w43-3d6_S72_	p	13402	12028	4.10%	0.00%	3.10%	2	0.00%	49.00%	150	NA	0.00%	0.00%	0
blm-recq5-1-single-c3-w45-3d6_S73_	p	11786	10674	3.50%	0.00%	8.30%	1	4.00%	51.00%	149	>=2	0.00%	0.20%	0
blm-recq5-1-single-c3-w47-3d6_S74_	p	8098	7152	4.10%	0.00%	2.80%	1	8.70%	49.00%	149	>=2	0.00%	0.00%	0
blm-recq5-1-single-c3-w49-3d6_S75_	d	20931	18704	4.20%	0.00%	3.10%	3	8.00%	48.00%	160	NA	0.00%	0.00%	0
blm-recq5-1-single-c3-w5-3d6_S53_	p	NA	NA	NA	NA	NA	NA	NA	NA	NA	>=2	NA	NA	NA
blm-recq5-1-single-c3-w7-3d6_S54_	p	57403	51762	3.90%	0.10%	2.00%	8	0.00%	47.00%	152	>=2	0.00%	0.20%	0
blm-recq5-1-single-c3-w9-3d6_S55_	p	95423	86476	3.50%	0.20%	2.30%	13	3.10%	46.00%	152	1.51	0.00%	0.20%	0
blm-recq5-1-single-c7-w10-3d6_S208_	p	142895	131576	7.20%	0.30%	1.30%	20	10.00%	49.00%	152	NA	0.00%	0.20%	0
blm-recq5-1-single-c7-w11-3d6_S209_	d	89654	79526	9.30%	0.20%	1.30%	11	3.70%	50.00%	151	>=2	0.00%	0.20%	0
blm-recq5-1-single-c7-w12-3d6_S210_	p	65330	59042	10.20%	0.10%	2.60%	9	11.50%	50.00%	153	NA	0.00%	0.20%	0
blm-recq5-1-single-c7-w13-3d6_S211_	d	78841	70188	8.50%	0.20%	1.40%	10	7.40%	47.00%	152	>=2	0.00%	0.20%	0.937566
blm-recq5-1-single-c7-w1-3d6_S199_	p	69115	62252	7.10%	0.10%	8.50%	8	7.40%	47.00%	150	NA	0.00%	0.00%	0
blm-recq5-1-single-c7-w14-3d6_S212_	g	456837	411514	10.30%	0.90%	1.20%	59	15.40%	47.00%	151	0.33	0.00%	0.60%	0
blm-recq5-1-single-c7-w15-3d6_S213_	p	68657	62194	9.90%	0.10%	28.40%	8	19.40%	48.00%	159	NA	0.00%	0.00%	0
blm-recq5-1-single-c7-w16-3d6_S214_	d	20526	18484	8.70%	0.00%	3.70%	2	11.50%	46.00%	166	>=2	0.00%	0.00%	0
blm-recq5-1-single-c7-w17-3d6_S215_	p	69569	62826	6.40%	0.10%	17.90%	9	21.90%	47.00%	153	>=2	0.00%	0.10%	0
blm-recq5-1-single-c7-w18-3d6_S216_	p	95080	85894	10.60%	0.20%	32.90%	11	24.10%	48.00%	155	>=2	0.00%	0.10%	0
blm-recq5-1-single-c7-w19-3d6_S217_	p	108032	96396	10.00%	0.20%	1.60%	14	6.90%	49.00%	151	>=2	0.00%	0.60%	0
blm-recq5-1-single-c7-w20-3d6_S218_	d	88637	78928	8.70%	0.20%	1.70%	11	16.70%	49.00%	152	>=2	0.00%	0.10%	0
blm-recq5-1-single-c7-w21-3d6_S219_	d	62255	55290	9.30%	0.10%	1.70%	8	15.40%	48.00%	150	>=2	0.00%	0.10%	0
blm-recq5-1-single-c7-w22-3d6_S220_	d	125526	113366	9.10%	0.20%	2.40%	16	6.70%	50.00%	149	>=2	0.00%	0.40%	0
blm-recq5-1-single-c7-w23-3d6_S221_	p	91173	82450	8.20%	0.20%	2.90%	12	10.30%	48.00%	151	>=2	0.00%	0.20%	0
blm-recq5-1-single-c7-w2-3d6_S200_	d	44497	40296	8.40%	0.10%	1.90%	6	4.20%	49.00%	153	>=2	0.00%	0.20%	0
blm-recq5-1-single-c7-w24-3d6_S222_	p	48606	43088	8.20%	0.10%	4.30%	6	14.30%	48.00%	152	>=2	0.00%	0.00%	0
blm-recq5-1-single-c7-w26-3d6_S224_	p	59863	54164	4.70%	0.10%	8.90%	8	12.00%	48.00%	156	>=2	0.00%	0.10%	0
blm-recq5-1-single-c7-w27-3d6_S225_	p	106397	95344	10.30%	0.20%	23.80%	12	21.20%	48.00%	152	>=2	0.00%	0.20%	0
blm-recq5-1-single-c7-w28-3d6_S226_	g	128640	114684	8.50%	0.30%	2.00%	16	7.90%	49.00%	150	>=2	0.00%	0.30%	0
blm-recq5-1-single-c7-w29-3d6_S227_	p	16741	15008	6.50%	0.00%	7.30%	2	8.70%	49.00%	159	>=2	0.00%	0.10%	0
blm-recq5-1-single-c7-w31-3d6_S229_	p	94918	83836	9.80%	0.20%	2.30%	11	3.40%	50.00%	148	>=2	0.00%	0.10%	0.782737
blm-recq5-1-single-c7-w32-3d6_S230_	d	64261	57500	8.50%	0.10%	1.80%	8	10.70%	47.00%	151	>=2	0.00%	0.30%	0
blm-recq5-1-single-c7-w33-3d6_S231_	p	227527	204366	8.50%	0.50%	1.60%	30	8.30%	47.00%	149	0.53	0.00%	0.50%	0
blm-recq5-1-single-c7-w3-3d6_S201_	p	29908	27162	8.00%	0.10%	1.90%	4	8.30%	45.00%	164	>=2	0.00%	0.00%	0
blm-recq5-1-single-c7-w34-3d6_S232_	g	199514	179680	8.70%	0.40%	1.80%	26	5.40%	48.00%	149	NA	0.00%	0.50%	0
blm-recq5-1-single-c7-w35-3d6_S233_	p	91034	81208	11.40%	0.20%	20.00%	10	23.70%	49.00%	151	>=2	0.00%	0.20%	0
blm-recq5-1-single-c7-w36-3d6_S234_	p	34866	31422	8.30%	0.10%	4.20%	4	15.40%	50.00%	162	NA	0.00%	0.00%	0
blm-recq5-1-single-c7-w37-3d6_S235_	d	50269	44722	8.10%	0.10%	2.90%	6	15.40%	49.00%	151	>=2	0.00%	0.10%	0
blm-recq5-1-single-c7-w38-3d6_S236_	d	59248	52552	7.80%	0.10%	1.70%	7	8.30%	47.00%	151	>=2	0.00%	0.10%	0
blm-recq5-1-single-c7-w39-3d6_S237_	p	88254	78836	8.40%	0.20%	1.10%	11	17.20%	49.00%	150	>=2	0.00%	0.20%	0
blm-recq5-1-single-c7-w40-3d6_S238_	p	71152	64356	9.70%	0.10%	1.40%	9	7.70%	46.00%	153	>=2	0.00%	0.20%	0
blm-recq5-1-single-c7-w41-3d6_S239_	p	32719	28936	7.20%	0.10%	4.40%	4	33.30%	50.00%	150	>=2	0.00%	0.10%	0
blm-recq5-1-single-c7-w42-3d6_S240_	d	74796	65952	10.70%	0.10%	2.30%	9	3.80%	50.00%	151	>=2	0.00%	0.20%	0
blm-recq5-1-single-c7-w43-3d6_S241_	p	3151	2868	4.50%	0.00%	5.30%	0	8.70%	47.00%	159	NA	0.00%	0.00%	0
blm-recq5-1-single-c7-w4-3d6_S202_	d	31570	28408	7.00%	0.10%	3.50%	4	0.00%	47.00%	156	NA	0.00%	0.10%	0
blm-recq5-1-single-c7-w44-3d6_S242_	p	18243	16370	6.70%	0.00%	2.70%	2	20.00%	48.00%	152	>=2	0.00%	0.10%	0
blm-recq5-1-single-c7-w45-3d6_S243_	p	32804	29212	6.80%	0.10%	2.50%	4	12.00%	48.00%	149	>=2	0.00%	0.10%	0
blm-recq5-1-single-c7-w47-3d6_S245_	d	72189	63706	8.50%	0.10%	4.00%	9	11.50%	50.00%	151	>=2	0.00%	0.30%	0
blm-recq5-1-single-c7-w48-3d6_S246_	d	161657	145942	8.80%	0.30%	1.60%	22	0.00%	48.00%	152	NA	0.00%	0.40%	0
blm-recq5-1-single-c7-w49-3d6_S247_	d	53803	48122	10.00%	0.10%	1.30%	7	18.50%	49.00%	152	>=2	0.00%	0.10%	0
blm-recq5-1-single-c7-w5-3d6_S203_	d	47282	42180	6.80%	0.10%	2.80%	6	14.30%	50.00%	151	>=2	0.00%	0.10%	0
blm-recq5-1-single-c7-w6-3d6_S204_	d	45798	41202	8.00%	0.10%	2.70%	6	10.70%	48.00%	153	>=2	0.00%	0.10%	0
blm-recq5-1-single-c7-w7-3d6_S205_	p	85620	77256	9.60%	0.20%	25.70%	10	26.30%	50.00%	150	>=2	0.00%	0.10%	0
blm-recq5-1-single-c7-w9-3d6_S207_	d	67410	60030	8.30%	0.10%	2.30%	8	13.30%	50.00%	154	>=2	0.00%	0.20%	0
blm-recq5-2-negctrl-c4-w25-3d6_S88_	p	NA	NA	NA	NA	NA	NA	NA	NA	NA	>=2	NA	NA	NA
blm-recq5-2-single-c12-w10-3d6_S453_	p	333534	302696	9.00%	0.70%	11.20%	41	26.30%	49.00%	147	0.49	0.00%	0.50%	0
blm-recq5-2-single-c12-w11-3d6_S454_	p	298096	270486	11.10%	0.60%	18.90%	31	37.50%	50.00%	148	0.99	0.00%	0.40%	0
blm-recq5-2-single-c12-w13-3d6_S456_	p	39243	33478	9.20%	0.10%	2.60%	5	4.20%	51.00%	147	>=2	0.00%	0.20%	0
blm-recq5-2-single-c12-w1-3d6_S444_	p	34244	30686	6.90%	0.10%	12.30%	4	30.00%	51.00%	149	>=2	0.00%	0.00%	0
blm-recq5-2-single-c12-w14-3d6_S457_	p	93360	83296	10.10%	0.20%	13.90%	11	17.90%	48.00%	151	>=2	0.00%	0.00%	0
blm-recq5-2-single-c12-w15-3d6_S458_	p	59518	51296	10.30%	0.10%	2.20%	7	8.30%	50.00%	147	>=2	0.00%	0.20%	0
blm-recq5-2-single-c12-w19-3d6_S462_	d	87996	77638	10.90%	0.20%	2.00%	10	8.00%	50.00%	148	NA	0.00%	0.20%	0
blm-recq5-2-single-c12-w20-3d6_S463_	p	73093	65914	10.20%	0.10%	17.60%	8	14.30%	49.00%	155	>=2	0.00%	0.00%	0
blm-recq5-2-single-c12-w2-3d6_S445_	p	37208	33626	7.90%	0.10%	7.60%	5	18.50%	45.00%	158	NA	0.00%	0.00%	0
blm-recq5-2-single-c12-w24-3d6_S467_	g	192881	172404	10.50%	0.40%	1.70%	24	6.90%	49.00%	148	NA	0.00%	0.20%	0
blm-recq5-2-single-c12-w34-3d6_S477_	p	78459	68164	11.30%	0.10%	3.50%	9	6.90%	49.00%	146	NA	0.00%	0.30%	0
blm-recq5-2-single-c12-w35-3d6_S478_	p	405443	367712	10.50%	0.80%	19.80%	45	28.60%	48.00%	148	0.38	0.00%	0.70%	0
blm-recq5-2-single-c12-w39-3d6_S482_	g	308006	279230	9.90%	0.60%	1.40%	41	10.00%	40.00%	149	0.48	0.00%	0.20%	0
blm-recq5-2-single-c12-w41-3d6_S484_	d	70936	62412	9.80%	0.10%	6.70%	8	17.20%	49.00%	148	NA	0.00%	0.10%	0
blm-recq5-2-single-c12-w43-3d6_S486_	p	231385	208520	6.80%	0.50%	21.00%	28	30.40%	47.00%	148	0.57	0.00%	0.50%	0
blm-recq5-2-single-c12-w4-3d6_S447_	p	60489	53976	7.10%	0.10%	1.70%	8	14.30%	48.00%	148	>=2	0.00%	0.10%	1.21942
blm-recq5-2-single-c12-w44-3d6_S487_	p	99385	87858	7.20%	0.20%	1.90%	13	4.30%	48.00%	148	>=2	0.00%	0.20%	0
blm-recq5-2-single-c12-w47-3d6_S490_	p	59033	52860	7.00%	0.10%	2.00%	7	4.00%	48.00%	148	NA	0.00%	0.20%	0
blm-recq5-2-single-c12-w5-3d6_S448_	p	77367	70290	6.60%	0.20%	25.00%	9	34.50%	49.00%	151	>=2	0.00%	0.40%	0
blm-recq5-2-single-c12-w7-3d6_S450_	p	1071341	977274	10.70%	2.10%	19.10%	131	55.40%	49.00%	149	0.22	0.00%	2.50%	0
blm-recq5-2-single-c4-w11-3d6_S81_	p	115617	104802	4.70%	0.20%	2.40%	15	3.60%	50.00%	148	NA	0.00%	0.40%	0
blm-recq5-2-single-c4-w13-3d6_S82_	d	56327	50454	4.20%	0.10%	1.90%	7	16.00%	50.00%	148	>=2	0.00%	0.10%	0
blm-recq5-2-single-c4-w1-3d6_S76_	d	71559	64954	3.80%	0.20%	5.30%	10	13.80%	49.00%	147	NA	0.00%	0.10%	0
blm-recq5-2-single-c4-w15-3d6_S83_	d	55510	49682	3.80%	0.10%	2.10%	7	17.90%	49.00%	149	1.06	0.00%	0.00%	0
blm-recq5-2-single-c4-w17-3d6_S84_	p	9475	8356	3.10%	0.00%	2.60%	1	4.00%	50.00%	151	NA	0.00%	0.10%	0
blm-recq5-2-single-c4-w19-3d6_S85_	g	137531	124118	4.60%	0.30%	1.90%	19	6.70%	49.00%	148	NA	0.00%	0.20%	0
blm-recq5-2-single-c4-w21-3d6_S86_	g	99282	88776	3.70%	0.20%	1.80%	13	12.10%	48.00%	147	>=2	0.00%	0.30%	0
blm-recq5-2-single-c4-w23-3d6_S87_	p	33584	29918	4.00%	0.10%	6.70%	4	13.00%	50.00%	148	>=2	0.00%	0.10%	0
blm-recq5-2-single-c4-w27-3d6_S89_	p	171117	155102	4.30%	0.40%	22.60%	21	36.10%	48.00%	148	NA	0.00%	0.40%	0
blm-recq5-2-single-c4-w29-3d6_S90_	p	18021	15984	3.50%	0.00%	19.80%	2	40.70%	51.00%	148	>=2	0.00%	0.00%	0
blm-recq5-2-single-c4-w31-3d6_S91_	p	10718	9214	5.00%	0.00%	7.20%	1	8.30%	55.00%	154	NA	0.00%	0.10%	0
blm-recq5-2-single-c4-w33-3d6_S92_	d	38171	34186	4.20%	0.10%	3.30%	5	7.70%	48.00%	150	>=2	0.00%	0.10%	0
blm-recq5-2-single-c4-w3-3d6_S77_	p	126669	112848	4.60%	0.30%	21.20%	14	17.90%	56.00%	130	NA	0.00%	0.40%	0
blm-recq5-2-single-c4-w35-3d6_S93_	p	73975	66400	4.90%	0.20%	33.10%	8	14.30%	50.00%	148	>=2	0.00%	0.30%	0
blm-recq5-2-single-c4-w37-3d6_S94_	d	41633	37266	4.10%	0.10%	2.00%	5	4.20%	49.00%	148	NA	0.00%	0.10%	0
blm-recq5-2-single-c4-w39-3d6_S95_	p	30915	27710	4.30%	0.10%	5.10%	4	15.40%	49.00%	156	>=2	0.00%	0.10%	0
blm-recq5-2-single-c4-w41-3d6_S96_	p	17002	15072	3.60%	0.00%	3.00%	2	32.00%	48.00%	147	>=2	0.00%	0.00%	0
blm-recq5-2-single-c4-w43-3d6_S97_	p	48433	43694	4.20%	0.10%	35.80%	5	50.00%	49.00%	151	>=2	0.00%	0.10%	0
blm-recq5-2-single-c4-w45-3d6_S98_	d	82535	74076	4.00%	0.20%	2.10%	11	3.60%	49.00%	148	NA	0.00%	0.20%	0
blm-recq5-2-single-c4-w47-3d6_S99_	d	26220	23112	4.10%	0.10%	3.20%	3	8.30%	50.00%	148	>=2	0.00%	0.10%	0
blm-recq5-2-single-c4-w5-3d6_S78_	d	42746	38730	3.40%	0.10%	2.50%	6	21.40%	49.00%	151	>=2	0.00%	0.10%	0
blm-recq5-2-single-c4-w7-3d6_S79_	p	352949	323346	5.60%	0.70%	14.40%	42	45.10%	48.00%	149	0.27	0.00%	0.60%	0
blm-recq5-2-single-c4-w9-3d6_S80_	p	36107	32594	2.50%	0.10%	6.20%	5	0.00%	48.00%	147	>=2	0.00%	0.00%	0
blm-recq5-2-single-c8-w10-3d6_S257_	d	7761	6840	2.30%	0.00%	2.70%	1	4.30%	50.00%	151	>=2	0.00%	0.00%	0
blm-recq5-2-single-c8-w11-3d6_S258_	p	12945	11478	2.20%	0.00%	2.70%	1	4.30%	52.00%	150	>=2	0.00%	0.00%	0
blm-recq5-2-single-c8-w12-3d6_S259_	p	31417	28226	2.40%	0.10%	4.00%	4	12.50%	50.00%	148	NA	0.00%	0.20%	0
blm-recq5-2-single-c8-w13-3d6_S260_	p	62005	56494	2.80%	0.10%	16.30%	8	17.20%	48.00%	148	NA	0.00%	0.30%	0
blm-recq5-2-single-c8-w1-3d6_S248_	p	19526	17768	2.20%	0.00%	2.20%	2	0.00%	50.00%	147	NA	0.00%	0.10%	0
blm-recq5-2-single-c8-w14-3d6_S261_	d	31659	28588	2.70%	0.10%	2.20%	4	30.00%	48.00%	150	NA	0.00%	0.10%	0
blm-recq5-2-single-c8-w15-3d6_S262_	p	13951	12374	1.60%	0.00%	3.90%	2	8.70%	48.00%	147	NA	0.00%	0.00%	0
blm-recq5-2-single-c8-w18-3d6_S265_	p	18575	16572	2.10%	0.00%	2.30%	2	4.30%	48.00%	148	NA	0.00%	0.10%	0
blm-recq5-2-single-c8-w19-3d6_S266_	d	50230	45234	2.70%	0.10%	2.60%	6	14.30%	49.00%	147	NA	0.00%	0.10%	0
blm-recq5-2-single-c8-w20-3d6_S267_	p	12617	11260	2.60%	0.00%	2.70%	1	12.50%	48.00%	147	NA	0.00%	0.00%	0
blm-recq5-2-single-c8-w23-3d6_S270_	p	11992	10698	2.40%	0.00%	12.70%	1	26.90%	47.00%	150	NA	0.00%	0.00%	0
blm-recq5-2-single-c8-w24-3d6_S271_	p	8286	7460	2.20%	0.00%	0.00%	1	17.40%	50.00%	149	NA	0.00%	0.00%	0
blm-recq5-2-single-c8-w27-3d6_S274_	p	9484	8366	2.10%	0.00%	3.10%	1	0.00%	50.00%	149	>=2	0.00%	0.00%	0
blm-recq5-2-single-c8-w28-3d6_S275_	p	5501	4816	1.90%	0.00%	3.40%	0	17.40%	48.00%	149	NA	0.00%	0.00%	0
blm-recq5-2-single-c8-w29-3d6_S276_	p	2896	2540	2.80%	0.00%	3.90%	0	17.40%	51.00%	147	>=2	0.00%	0.00%	0
blm-recq5-2-single-c8-w33-3d6_S280_	p	10473	9424	1.80%	0.00%	5.20%	1	17.40%	50.00%	146	NA	0.00%	0.00%	0
blm-recq5-2-single-c8-w3-3d6_S250_	d	57676	51978	2.70%	0.10%	1.30%	8	15.40%	48.00%	147	NA	0.00%	0.00%	1.26867
blm-recq5-2-single-c8-w35-3d6_S282_	p	10322	9166	2.30%	0.00%	7.60%	1	0.00%	50.00%	149	NA	0.00%	0.00%	0
blm-recq5-2-single-c8-w36-3d6_S283_	p	22180	19892	2.50%	0.00%	6.00%	3	11.50%	51.00%	150	NA	0.00%	0.20%	0
blm-recq5-2-single-c8-w37-3d6_S284_	p	6919	6132	2.00%	0.00%	4.50%	1	4.30%	47.00%	148	NA	0.00%	0.00%	0
blm-recq5-2-single-c8-w38-3d6_S285_	p	8316	7400	2.00%	0.00%	6.20%	1	8.70%	50.00%	148	NA	0.00%	0.10%	0
blm-recq5-2-single-c8-w39-3d6_S286_	p	10195	9072	2.30%	0.00%	7.60%	1	4.30%	49.00%	148	NA	0.00%	0.10%	0
blm-recq5-2-single-c8-w40-3d6_S287_	p	10062	8892	2.30%	0.00%	8.50%	1	0.00%	50.00%	151	NA	0.00%	0.10%	0
blm-recq5-2-single-c8-w41-3d6_S288_	p	2831	2486	2.30%	0.00%	0.00%	0	26.10%	50.00%	147	NA	0.00%	0.00%	0
blm-recq5-2-single-c8-w42-3d6_S289_	d	32393	28868	2.80%	0.10%	2.00%	4	14.80%	50.00%	146	>=2	0.00%	0.10%	0
blm-recq5-2-single-c8-w43-3d6_S290_	p	4116	3638	2.10%	0.00%	6.10%	0	4.30%	53.00%	150	NA	0.00%	0.00%	0
blm-recq5-2-single-c8-w4-3d6_S251_	p	20778	18664	2.70%	0.00%	4.30%	3	11.50%	49.00%	149	NA	0.00%	0.10%	0
blm-recq5-2-single-c8-w44-3d6_S291_	p	3988	3528	2.40%	0.00%	8.60%	0	4.30%	49.00%	148	NA	0.00%	0.00%	0
blm-recq5-2-single-c8-w45-3d6_S292_	p	5608	4922	2.30%	0.00%	7.70%	0	4.30%	53.00%	155	NA	0.00%	0.00%	0
blm-recq5-2-single-c8-w46-3d6_S293_	d	37577	34084	2.60%	0.10%	2.00%	5	7.70%	50.00%	148	>=2	0.00%	0.00%	0
blm-recq5-2-single-c8-w48-3d6_S295_	p	6928	6074	2.50%	0.00%	2.50%	1	8.70%	49.00%	147	NA	0.00%	0.00%	0
blm-recq5-2-single-c8-w49-3d6_S296_	p	8919	7992	2.60%	0.00%	3.20%	1	8.70%	44.00%	146	NA	0.00%	0.10%	0
blm-recq5-2-single-c8-w5-3d6_S252_	p	8432	7606	2.40%	0.00%	2.50%	1	0.00%	49.00%	147	NA	0.00%	0.00%	0
blm-recq5-2-single-c8-w6-3d6_S253_	p	12854	11594	2.50%	0.00%	6.40%	1	17.40%	52.00%	146	NA	0.00%	0.00%	0
blm-recq5-2-single-c8-w7-3d6_S254_	p	57589	52760	3.20%	0.10%	43.20%	7	52.00%	50.00%	148	>=2	0.00%	0.40%	0
blm-recq5-2-single-c8-w8-3d6_S255_	p	23625	21452	2.30%	0.10%	33.10%	3	18.50%	50.00%	148	NA	0.00%	0.00%	0
blm-recq5-2-single-c8-w9-3d6_S256_	p	6797	6066	1.70%	0.00%	2.90%	1	4.30%	51.00%	153	>=2	0.00%	0.00%	0
recq5-2-single-c10-w11-3d6_S356_	p	2548	2320	1.50%	0.00%	10.00%	0	0.00%	47.00%	156	NA	0.00%	0.00%	0
recq5-2-single-c10-w12-3d6_S357_	p	1096884	998126	18.60%	2.00%	22.50%	119	19.40%	48.00%	151	0.29	0.00%	1.80%	0.131854
recq5-2-single-c10-w14-3d6_S359_	p	256021	231490	18.90%	0.50%	22.10%	26	25.00%	48.00%	154	NA	0.00%	0.80%	0
recq5-2-single-c10-w20-3d6_S365_	p	216014	193312	16.40%	0.40%	10.90%	24	13.50%	50.00%	157	>=2	0.00%	0.40%	0
recq5-2-single-c10-w26-3d6_S371_	p	NA	NA	NA	NA	NA	NA	NA	NA	NA	>=2	NA	NA	NA
recq5-2-single-c10-w28-3d6_S373_	p	205671	186866	13.40%	0.40%	28.70%	23	14.30%	46.00%	156	>=2	0.00%	0.40%	0
recq5-2-single-c10-w29-3d6_S374_	p	81126	72292	11.40%	0.20%	12.70%	9	17.10%	48.00%	154	>=2	0.00%	0.20%	0
recq5-2-single-c10-w30-3d6_S375_	p	186916	168278	15.50%	0.30%	22.80%	20	28.10%	47.00%	154	NA	0.00%	0.20%	0
recq5-2-single-c10-w3-3d6_S348_	p	171296	155094	13.60%	0.30%	30.60%	18	35.30%	49.00%	154	>=2	0.00%	0.40%	0
recq5-2-single-c10-w39-3d6_S384_	p	346900	313722	18.60%	0.60%	21.10%	41	71.70%	49.00%	154	>=2	0.00%	0.50%	0
recq5-2-single-c10-w4-3d6_S349_	p	140833	127336	14.30%	0.30%	28.40%	15	30.00%	49.00%	153	NA	0.00%	0.20%	0
recq5-2-single-c10-w45-3d6_S390_	g	537101	486574	13.00%	1.00%	2.00%	69	15.40%	43.00%	152	0.35	0.00%	1.10%	0
recq5-2-single-c10-w5-3d6_S350_	p	2646	2436	1.60%	0.00%	50.00%	0	8.30%	49.00%	151	NA	0.00%	0.00%	0
recq5-2-single-c10-w7-3d6_S352_	p	586322	532682	16.90%	1.10%	15.40%	64	34.20%	48.00%	158	0.5	0.00%	1.10%	0.24855
recq5-2-single-c2-w11-3d6_S31_	p	90063	82112	8.00%	0.20%	34.30%	11	33.30%	48.00%	154	>=2	0.00%	0.20%	0
recq5-2-single-c2-w13-3d6_S32_	p	63108	56744	6.80%	0.10%	3.90%	8	3.80%	48.00%	154	NA	0.00%	0.10%	0
recq5-2-single-c2-w1-3d6_S26_	p	26138	23686	6.10%	0.10%	34.30%	3	8.00%	47.00%	154	>=2	0.00%	0.10%	0
recq5-2-single-c2-w15-3d6_S33_	p	17607	15976	7.40%	0.00%	30.10%	2	25.90%	50.00%	153	>=2	0.00%	0.00%	0
recq5-2-single-c2-w17-3d6_S34_	p	35600	32374	5.20%	0.10%	29.30%	4	23.10%	49.00%	154	>=2	0.00%	0.20%	0
recq5-2-single-c2-w19-3d6_S35_	p	7909	6990	8.00%	0.00%	5.90%	1	0.00%	44.00%	152	>=2	0.00%	0.00%	0
recq5-2-single-c2-w21-3d6_S36_	p	70744	63748	7.10%	0.10%	12.60%	9	10.70%	48.00%	159	>=2	0.00%	0.20%	0
recq5-2-single-c2-w23-3d6_S37_	p	95266	86550	6.60%	0.20%	13.20%	12	16.10%	47.00%	156	NA	0.00%	0.10%	0
recq5-2-single-c2-w27-3d6_S39_	p	161856	146890	7.00%	0.30%	6.60%	21	18.80%	44.00%	153	>=2	0.00%	0.40%	0
recq5-2-single-c2-w31-3d6_S41_	p	59752	53882	7.70%	0.10%	8.00%	7	14.30%	49.00%	151	>=2	0.00%	0.10%	0
recq5-2-single-c2-w33-3d6_S42_	p	52705	48022	6.80%	0.10%	27.00%	6	22.60%	50.00%	152	>=2	0.00%	0.30%	0
recq5-2-single-c2-w3-3d6_S27_	p	48405	43796	7.10%	0.10%	11.80%	6	17.90%	49.00%	153	NA	0.00%	0.10%	0
recq5-2-single-c2-w35-3d6_S43_	p	150324	137074	7.10%	0.30%	28.40%	18	38.20%	49.00%	152	>=2	0.00%	0.40%	0.480186
